Topic #1
bank	0.0171244182267
financial	0.0107209418425
credit	0.010374376054
total	0.00917539018414
risk	0.00793055637376
fiscal	0.00651114323646
capital	0.00647748582292
banking	0.0063453127135
income	0.00582074478129
assets	0.00569206220409
loans	0.00529364764343
business	0.00523745728582
million	0.00505469071781
value	0.00504054335479
securities	0.0048983537756
december	0.00489076189419
balance	0.0047533982351
net	0.00471523533933
management	0.00460911690958
banks	0.00438547803025
respect	0.00424943179501
group	0.00420880134197
rate	0.00415115729102
year	0.00402443655635
including	0.00395475880122
foreign	0.00391635390533
billion	0.00381457369112
tax	0.00376878030004
board	0.00370675570604
note	0.00363646498646
based	0.00360363479264
losses	0.00345339471313
market	0.00344970864596
companies	0.00344445238226
public	0.00342932650554
increase	0.00339680754629
average	0.00337655482003
march	0.00331384242651
shares	0.00330572316918
equity	0.00328173497238
subsidiaries	0.00321295670871
fair	0.00308626228569
nis	0.0029800768323
directors	0.00294236027433
table	0.0028995956955
deposits	0.00289741736731
expenses	0.00286494999162
services	0.00285814725134
liabilities	0.0028023344656
customers	0.00275258414469
instruments	0.00274786578246
consolidated	0.00272568325516
operations	0.00271875658543
information	0.00260803529767
years	0.00245644938766
according	0.00240670855164
bonds	0.00236946718398
debt	0.00235349110118
contents	0.00228212973299
annual	0.00223960174588
loss	0.00221892744083
new	0.00219240452845
changes	0.00217000986538
following	0.00216042936192
millions	0.00215922648924
sheet	0.00213892585976
exchange	0.0021320064521
ratio	0.00211781061766
segment	0.00211233535172
activity	0.00209396956897
profit	0.00206198436803
operating	0.00204102417548
loan	0.00203933384135
addition	0.00203149392355
required	0.00202133636137
basis	0.00199812095745
accordance	0.00197843368947
internal	0.00197627346058
investment	0.00196869000944
effect	0.00196120258668
transactions	0.00195847563343
committee	0.00195108427564
period	0.00193849244702
corporate	0.00193835871446
funds	0.00191119844361
reporting	0.00189437785304
accounting	0.00187182742883
private	0.0018182490959
exposure	0.00180379688365
currency	0.00179793210019
statements	0.00178772480842
date	0.00176290776399
additional	0.00174618722681
cash	0.00174559757983
increased	0.00174040197798
january	0.00173537860176
mainly	0.00169974037785
portfolio	0.00168863063913
employees	0.00168460059414
report	0.00168068705761
Topic #2
bank	0.00888496770235
report	0.00794807957848
business	0.00680257065918
management	0.00654322382868
employees	0.00626643174377
social	0.00594784603351
corporate	0.00542874978466
group	0.00526578878405
sustainability	0.00499487533127
new	0.00457897664202
development	0.00457573478887
environmental	0.0045372703562
financial	0.00451419411856
customers	0.0044196583808
banking	0.00439678549025
services	0.00412197471876
customer	0.00361702576439
support	0.00347774313152
governance	0.00311900116268
total	0.00307814751139
risk	0.00290988650388
products	0.00284790996474
training	0.00279126173737
number	0.00277428923837
energy	0.00273246634988
information	0.00273119123592
responsibility	0.00272603740938
global	0.00268007754454
performance	0.00267987270155
service	0.00266480551888
economic	0.00263626418914
people	0.00262802420407
sustainable	0.0025977332404
work	0.00248151847317
employee	0.00242002027553
community	0.0022665653337
clients	0.00226081103323
investment	0.0022093368936
environment	0.00220009014294
growth	0.00210325522598
year	0.00209547446081
million	0.00195206289617
local	0.00193931082312
international	0.00190620460639
page	0.0018985620119
best	0.00189628259803
project	0.00187949437149
annual	0.00185356884623
key	0.00183707532462
activities	0.00181413148895
data	0.00180996923912
program	0.00180303092521
including	0.00179287518146
projects	0.00179121466614
strategy	0.0017508971462
internal	0.00172242490664
compliance	0.00171273415129
